speaker_id,youtube_id,url,split,priority,use,notes
id000011,oL0yvpbAaqw,https://www.youtube.com/watch?v=oL0yvpbAaqw,train,7,1,entrevista tv
id000011,T_z4wuhII8w,https://www.youtube.com/watch?v=T_z4wuhII8w,train,8,1,entrevista tv
id000011,Bb7n3aK8Yto,https://www.youtube.com/watch?v=Bb7n3aK8Yto,train,9,1,entrevista tv

id000012,N7OEs_gxFKY,https://www.youtube.com/watch?v=N7OEs_gxFKY,train,1,1,entrevista tv
id000012,cvjvbxbaq94,https://www.youtube.com/watch?v=cvjvbxbaq94,train,2,1,entrevista tv
id000012,8emUM2lEngo,https://www.youtube.com/watch?v=8emUM2lEngo,train,3,1,entrevista tv
id000012,6ygne3SHLiI,https://www.youtube.com/watch?v=6ygne3SHLiI,train,4,1,entrevista tv  

id000013,dMSdUSFuqoo,https://www.youtube.com/watch?v=dMSdUSFuqoo,train,1,1,entrevista tv
id000013,LECmjnQhZ1o,https://www.youtube.com/watch?v=LECmjnQhZ1o,train,2,1,entrevista tv
id000013,JIIEHhBreYk,https://www.youtube.com/watch?v=JIIEHhBreYk,train,3,1,entrevista tv
id000013,XQX6o35jjwM,https://www.youtube.com/watch?v=XQX6o35jjwM,train,4,1,entrevista tv  

id000014,-Way-Xj_-hQ,https://www.youtube.com/watch?v=-Way-Xj_-hQ,train,1,1,entrevista tv
id000014,hyZ-xg3Cz6M,https://www.youtube.com/watch?v=hyZ-xg3Cz6M,train,2,1,entrevista tv
id000014,lxP6BUqU7tM,https://www.youtube.com/watch?v=lxP6BUqU7tM,train,3,1,entrevista tv 
id000014,esclIaOlPu4,https://www.youtube.com/watch?v=esclIaOlPu4,train,4,1,entrevista tv 
id000014,LH_r3-IBfrc,https://www.youtube.com/watch?v=LH_r3-IBfrc,train,5,1,entrevista tv
id000014,-tV-a4V59Qw,https://www.youtube.com/watch?v=-tV-a4V59Qw,train,6,1,entrevista tv
id000014,Qr8bM63keQY,https://www.youtube.com/watch?v=Qr8bM63keQY,train,7,1,entrevista tv
id000014,ZVBYo-5Ziwg,https://www.youtube.com/watch?v=ZVBYo-5Ziwg,train,8,1,entrevista tv
id000014,F8jG-OIumi0,https://www.youtube.com/watch?v=F8jG-OIumi0,train,9,1,entrevista tv

id000015,Jyy0iHXhiFk,https://www.youtube.com/watch?v=Jyy0iHXhiFk,train,1,1,entrevista tv
id000015,SnaDXW2lqs4,https://www.youtube.com/watch?v=SnaDXW2lqs4,train,2,1,entrevista tv
id000015,PZAqWaotNFY,https://www.youtube.com/watch?v=PZAqWaotNFY,train,3,1,entrevista tv
id000015,q2sb7lm2gAs,https://www.youtube.com/watch?v=q2sb7lm2gAs,train,4,1,entrevista tv  

id000016,DnUmh7swFVc,https://www.youtube.com/watch?v=DnUmh7swFVc,train,1,1,entrevista tv
id000016,RXLTdBlnzD0,https://www.youtube.com/watch?v=RXLTdBlnzD0,train,2,1,entrevista tv
id000016,s5Fm5vke25M,https://www.youtube.com/watch?v=s5Fm5vke25M,train,3,1,entrevista tv
id000016,oj2yBMpudRs,https://www.youtube.com/watch?v=oj2yBMpudRs,train,4,1,entrevista tv 

id000017,iOA9BKaN5VU,https://www.youtube.com/watch?v=iOA9BKaN5VU,train,1,1,entrevista tv
id000017,gBRoL8_iZpc,https://www.youtube.com/watch?v=gBRoL8_iZpc,train,2,1,entrevista tv
id000017,Hx-M30iEJ6o,https://www.youtube.com/watch?v=Hx-M30iEJ6o,train,3,1,entrevista tv
id000017,Nr7_QGJyk68,https://www.youtube.com/watch?v=Nr7_QGJyk68,train,4,1,entrevista tv 

id000018,ENVggSvxGbE,https://www.youtube.com/watch?v=ENVggSvxGbE,train,1,1,entrevista tv
id000018,Z5VRL8lykRg,https://www.youtube.com/watch?v=Z5VRL8lykRg,train,2,1,entrevista tv
id000018,SXUJGlXxKSI,https://www.youtube.com/watch?v=SXUJGlXxKSI,train,3,1,entrevista tv
id000018,noKUj6iQeHI,https://www.youtube.com/watch?v=noKUj6iQeHI,train,4,1,entrevista tv 
id000018,LxwczsM71KU,https://www.youtube.com/watch?v=LxwczsM71KU,train,5,1,entrevista tv
id000018,AOhOLj98qm8,https://www.youtube.com/watch?v=AOhOLj98qm8,train,6,1,entrevista tv
id000018,pCHufkNI99A,https://www.youtube.com/watch?v=pCHufkNI99A,train,7,1,entrevista tv 
id000018,g3b74J4qk1M,https://www.youtube.com/watch?v=g3b74J4qk1M,train,8,1,entrevista tv
id000018,_RkLMVHtOA4,https://www.youtube.com/watch?v=_RkLMVHtOA4,train,9,1,entrevista tv

id000019,-M8NNtqdjro,https://www.youtube.com/watch?v=-M8NNtqdjro,train,1,1,entrevista tv
id000019,1NQ2hr8IzCc,https://www.youtube.com/watch?v=1NQ2hr8IzCc,train,2,1,entrevista tv
id000019,BopWdVhg7f4,https://www.youtube.com/watch?v=BopWdVhg7f4,train,3,1,entrevista tv
id000019,XtweDzYW6Fc,https://www.youtube.com/watch?v=XtweDzYW6Fc,train,4,1,entrevista tv 
id000019,psxFeBFkriU,https://www.youtube.com/watch?v=psxFeBFkriU,train,5,1,entrevista tv

id000020,V7tjIS6LLCs,https://www.youtube.com/watch?v=V7tjIS6LLCs,train,1,1,entrevista tv
id000020,5ptc5CXxxvo,https://www.youtube.com/watch?v=5ptc5CXxxvo,train,2,1,entrevista tv
id000020,ai9EnRgkQ2w,https://www.youtube.com/watch?v=ai9EnRgkQ2w,train,3,1,entrevista tv
id000020,ftyc1oNYkx8,https://www.youtube.com/watch?v=ftyc1oNYkx8,train,4,1,entrevista tv 

id000021,x2QY_ftyw-M,https://www.youtube.com/watch?v=x2QY_ftyw-M,train,1,1,entrevista tv
id000021,eQOGrfZW1t8,https://www.youtube.com/watch?v=eQOGrfZW1t8,train,2,1,entrevista tv
id000021,SDOWxZZHLFo,https://www.youtube.com/watch?v=SDOWxZZHLFo,train,3,1,entrevista tv
id000021,y3_6e2H3adU,https://www.youtube.com/watch?v=y3_6e2H3adU,train,4,1,entrevista tv 
id000021,KZeQHulIuBE,https://www.youtube.com/watch?v=KZeQHulIuBE,train,5,1,entrevista tv 
id000021,AOlrhpRzsNQ,https://www.youtube.com/watch?v=AOlrhpRzsNQ,train,6,1,entrevista tv 
id000021,Sm1trXvj_n8,https://www.youtube.com/watch?v=Sm1trXvj_n8,train,7,1,entrevista tv
id000021,eo_7whXUzxE,https://www.youtube.com/watch?v=eo_7whXUzxE,train,8,1,entrevista tv
id000021,84880ol4mBU,https://www.youtube.com/watch?v=84880ol4mBU,train,9,1,entrevista tv
id000021,97BIL4EW6K4,https://www.youtube.com/watch?v=97BIL4EW6K4,train,10,1,entrevista tv

id000022,bXHWVahdERY,https://www.youtube.com/watch?v=bXHWVahdERY,train,1,1,entrevista tv
id000022,AZMD3TcEQeY,https://www.youtube.com/watch?v=AZMD3TcEQeY,train,2,1,entrevista tv
id000022,8NaSUsYg9iw,https://www.youtube.com/watch?v=8NaSUsYg9iw,train,3,1,entrevista tv
id000022,6AcU5K6_mCs,https://www.youtube.com/watch?v=6AcU5K6_mCs,train,4,1,entrevista tv 

id000023,9XNPoDWNegk,https://www.youtube.com/watch?v=9XNPoDWNegk,train,1,1,entrevista tv
id000023,7OHBDp12wBs,https://www.youtube.com/watch?v=7OHBDp12wBs,train,2,1,entrevista tv
id000023,gvtunFG0snY,https://www.youtube.com/watch?v=gvtunFG0snY,train,3,1,entrevista tv
id000023,2DjijzVCUKE,https://www.youtube.com/watch?v=2DjijzVCUKE,train,4,1,entrevista tv 
id000023,ehAGkIZYzMA,https://www.youtube.com/watch?v=ehAGkIZYzMA,train,5,1,entrevista tv

id000024,sGjiG_gUhhM,https://www.youtube.com/watch?v=sGjiG_gUhhM,train,1,1,entrevista tv
id000024,dyObrcMy9Q0,https://www.youtube.com/watch?v=dyObrcMy9Q0,train,2,1,entrevista tv
id000024,CRjiO4HBDyM,https://www.youtube.com/watch?v=CRjiO4HBDyM,train,3,1,entrevista tv
id000024,r7m5m8ko-c8,https://www.youtube.com/watch?v=r7m5m8ko-c8,train,4,1,entrevista tv 
id000024,iAc3_zVjaTI,https://www.youtube.com/watch?v=iAc3_zVjaTI,train,5,1,entrevista tv
id000024,QRbCjNs-mkE,https://www.youtube.com/watch?v=QRbCjNs-mkE,train,6,1,entrevista tv
id000024,WsLVPn20Os0,https://www.youtube.com/watch?v=WsLVPn20Os0,train,7,1,entrevista tv
id000024,X_udDRyibTA,https://www.youtube.com/watch?v=X_udDRyibTA,train,8,1,entrevista tv

id000025,qxahjwhXGjg,https://www.youtube.com/watch?v=qxahjwhXGjg,train,1,1,entrevista tv
id000025,MvharN3afE0,https://www.youtube.com/watch?v=MvharN3afE0,train,2,1,entrevista tv
id000025,ECp2Yflranc,https://www.youtube.com/watch?v=ECp2Yflranc,train,3,1,entrevista tv
id000025,d_wRtdr1WSI,https://www.youtube.com/watch?v=d_wRtdr1WSI,train,4,1,entrevista tv 

id000026,dpt94BUJqxs,https://www.youtube.com/watch?v=dpt94BUJqxs,train,1,1,entrevista tv
id000026,549mU8Bh4os,https://www.youtube.com/watch?v=549mU8Bh4os,train,2,1,entrevista tv
id000026,UcEmcEEmKbw,https://www.youtube.com/watch?v=UcEmcEEmKbw,train,3,1,entrevista tv
id000026,lqfK6HAFbFE,https://www.youtube.com/watch?v=lqfK6HAFbFE,train,4,1,entrevista tv 

id000027,zy5m9Vn2AF0,https://www.youtube.com/watch?v=zy5m9Vn2AF0,train,1,1,entrevista tv
id000027,AJ4Wn_gC5sk,https://www.youtube.com/watch?v=AJ4Wn_gC5sk,train,2,1,entrevista tv
id000027,9xPVJL0tZB8,https://www.youtube.com/watch?v=9xPVJL0tZB8,train,3,1,entrevista tv
id000027,4k4L0nG1ZKI,https://www.youtube.com/watch?v=4k4L0nG1ZKI,train,4,1,entrevista tv 

id000028,fo6IUO8S5NY,https://www.youtube.com/watch?v=fo6IUO8S5NY,train,1,1,entrevista tv
id000028,CR0y9kKVUMo,https://www.youtube.com/watch?v=CR0y9kKVUMo,train,2,1,entrevista tv
id000028,zx2tyNo-HVc,https://www.youtube.com/watch?v=zx2tyNo-HVc,train,3,1,entrevista tv
id000028,KZw3BmHjAhw,https://www.youtube.com/watch?v=KZw3BmHjAhw,train,4,1,entrevista tv 
id000028,bSPkfpwY-gI,https://www.youtube.com/watch?v=bSPkfpwY-gI,train,5,1,entrevista tv
id000028,1OoxU0WkN-M,https://www.youtube.com/watch?v=1OoxU0WkN-M,train,6,1,entrevista tv

id000029,XdpsWA_ywy8,https://www.youtube.com/watch?v=XdpsWA_ywy8,train,1,1,entrevista tv
id000029,2ryPTcB1lbg,https://www.youtube.com/watch?v=2ryPTcB1lbg,train,2,1,entrevista tv
id000029,XpOajqZkqcw,https://www.youtube.com/watch?v=XpOajqZkqcw,train,3,1,entrevista tv
id000029,YHbUhu3pcsg,https://www.youtube.com/watch?v=YHbUhu3pcsg,train,4,1,entrevista tv 
id000029,Sa02zVDjNhA,https://www.youtube.com/watch?v=Sa02zVDjNhA,train,5,1,entrevista tv

id000030,kx7gmDW42B8,https://www.youtube.com/watch?v=kx7gmDW42B8,train,1,1,entrevista tv
id000030,pNZ5Cw0SJsM,https://www.youtube.com/watch?v=pNZ5Cw0SJsM,train,2,1,entrevista tv
id000030,7zg5Xz748qc,https://www.youtube.com/watch?v=7zg5Xz748qc,train,3,1,entrevista tv
id000030,C6kG0M3Kuns,https://www.youtube.com/watch?v=C6kG0M3Kuns,train,4,1,entrevista tv 

id000031,rtV9LENdJW8,https://www.youtube.com/watch?v=rtV9LENdJW8,train,1,1,entrevista tv
id000031,KFq_M97MgdE,https://www.youtube.com/watch?v=KFq_M97MgdE,train,2,1,entrevista tv
id000031,3c6O7VRtMKQ,https://www.youtube.com/watch?v=3c6O7VRtMKQ,train,3,1,entrevista tv
id000031,gbbpReNpPzs,https://www.youtube.com/watch?v=gbbpReNpPzs,train,4,1,entrevista tv 
id000031,8e8fLRwlLik,https://www.youtube.com/watch?v=8e8fLRwlLik,train,5,1,entrevista tv
id000031,TaGPVZEyKzk,https://www.youtube.com/watch?v=TaGPVZEyKzk,train,6,1,entrevista tv
id000031,OTeqZwjyIpc,https://www.youtube.com/watch?v=OTeqZwjyIpc,train,7,1,entrevista tv

id000032,KZIaBW16Rk8,https://www.youtube.com/watch?v=KZIaBW16Rk8,train,1,1,entrevista tv
id000032,KkSn1xICQEY,https://www.youtube.com/watch?v=KkSn1xICQEY,train,2,1,entrevista tv
id000032,Cw4wvOThApQ,https://www.youtube.com/watch?v=Cw4wvOThApQ,train,3,1,entrevista tv
id000032,T9F_S64aOPk,https://www.youtube.com/watch?v=T9F_S64aOPk,train,4,1,entrevista tv 

id000033,1u2N_vvupcc,https://www.youtube.com/watch?v=1u2N_vvupcc,train,1,1,entrevista tv
id000033,qNiiPg62i8g,https://www.youtube.com/watch?v=qNiiPg62i8g,train,2,1,entrevista tv
id000033,jP9dbZfjBcU,https://www.youtube.com/watch?v=jP9dbZfjBcU,train,3,1,entrevista tv
id000033,2RVoq_AB7YM,https://www.youtube.com/watch?v=2RVoq_AB7YM,train,4,1,entrevista tv 

id000034,CueJozLHJ6M,https://www.youtube.com/watch?v=CueJozLHJ6M,train,1,1,entrevista tv
id000034,Lx40Z7lfmj8,https://www.youtube.com/watch?v=Lx40Z7lfmj8,train,2,1,entrevista tv
id000034,PF4t740wkUk,https://www.youtube.com/watch?v=PF4t740wkUk,train,3,1,entrevista tv
id000034,y0AsI42oDzY,https://www.youtube.com/watch?v=y0AsI42oDzY,train,4,1,entrevista tv 

id000035,T2Y3f1I7LsI,https://www.youtube.com/watch?v=T2Y3f1I7LsI,train,1,1,entrevista tv
id000035,hwHYFwd6phw,https://www.youtube.com/watch?v=hwHYFwd6phw,train,2,1,entrevista tv
id000035,0v5VjUKJULM,https://www.youtube.com/watch?v=0v5VjUKJULM,train,3,1,entrevista tv
id000035,6kQNnBJtjRk,https://www.youtube.com/watch?v=6kQNnBJtjRk,train,4,1,entrevista tv 
id000035,zpbEJdFPJeA,https://www.youtube.com/watch?v=zpbEJdFPJeA,train,5,1,entrevista tv

id000036,KUnwc78h6fI,https://www.youtube.com/watch?v=KUnwc78h6fI,train,1,1,entrevista tv
id000036,kWHAR3IJlK0,https://www.youtube.com/watch?v=kWHAR3IJlK0,train,2,1,entrevista tv
id000036,m4Jh3azukYk,https://www.youtube.com/watch?v=m4Jh3azukYk,train,3,1,entrevista tv
id000036,ro3BfuhtYss,https://www.youtube.com/watch?v=ro3BfuhtYss,train,4,1,entrevista tv 
id000036,zouuCwXwli0,https://www.youtube.com/watch?v=zouuCwXwli0,train,5,1,entrevista tv
id000036,QxK52oy-jgQ,https://www.youtube.com/watch?v=QxK52oy-jgQ,train,6,1,entrevista tv

id000037,cdTDEeJSSC8,https://www.youtube.com/watch?v=cdTDEeJSSC8,train,1,1,entrevista tv
id000037,NmG2N4ZUHYo,https://www.youtube.com/watch?v=NmG2N4ZUHYo,train,2,1,entrevista tv
id000037,dZreTRBNUkk,https://www.youtube.com/watch?v=dZreTRBNUkk,train,3,1,entrevista tv
id000037,w5iZa6yMZKY,https://www.youtube.com/watch?v=w5iZa6yMZKY,train,4,1,entrevista tv 

id000038,woukGVnOFdQ,https://www.youtube.com/watch?v=woukGVnOFdQ,train,1,1,entrevista tv
id000038,USjm4Z0GT-4,https://www.youtube.com/watch?v=USjm4Z0GT-4,train,2,1,entrevista tv
id000038,fgcMPccIMP4,https://www.youtube.com/watch?v=fgcMPccIMP4,train,3,1,entrevista tv
id000038,7iI9elpCFCE,https://www.youtube.com/watch?v=7iI9elpCFCE,train,4,1,entrevista tv 
id000038,DCQ_MUxGFYs,https://www.youtube.com/watch?v=DCQ_MUxGFYs,train,5,1,entrevista tv
id000038,VNyTaCvkFxA,https://www.youtube.com/watch?v=VNyTaCvkFxA,train,6,1,entrevista tv
id000038,D93B6yodSNo,https://www.youtube.com/watch?v=D93B6yodSNo,train,7,1,entrevista tv
id000038,l1U_QvN5qPw,https://www.youtube.com/watch?v=l1U_QvN5qPw,train,8,1,entrevista tv

id000039,feAgijr1OOg,https://www.youtube.com/watch?v=feAgijr1OOg,train,1,1,entrevista tv
id000039,53zn9Xcwlqg,https://www.youtube.com/watch?v=53zn9Xcwlqg,train,2,1,entrevista tv
id000039,4Ru2iz0GdbM,https://www.youtube.com/watch?v=4Ru2iz0GdbM,train,3,1,entrevista tv
id000039,il1zHsQR01M,https://www.youtube.com/watch?v=il1zHsQR01M,train,4,1,entrevista tv 

id000040,2IYecUs-Ie8,https://www.youtube.com/watch?v=2IYecUs-Ie8,train,1,1,entrevista tv
id000040,ycDAwv8ovcI,https://www.youtube.com/watch?v=ycDAwv8ovcI,train,2,1,entrevista tv
id000040,jYXh339xsFM,https://www.youtube.com/watch?v=jYXh339xsFM,train,3,1,entrevista tv
id000040,fC2WtdbWVko,https://www.youtube.com/watch?v=fC2WtdbWVko,train,4,1,entrevista tv 
id000040,U8onMDgWGu0,https://www.youtube.com/watch?v=U8onMDgWGu0,train,5,1,entrevista tv

id000041,g4Qd5o7hEy8,https://www.youtube.com/watch?v=g4Qd5o7hEy8,train,1,1,entrevista tv
id000041,2g3R6woS61Q,https://www.youtube.com/watch?v=2g3R6woS61Q,train,2,1,entrevista tv
id000041,sxsh3-UOECg,https://www.youtube.com/watch?v=sxsh3-UOECg,train,3,1,entrevista tv
id000041,1l-lMuN8R4s,https://www.youtube.com/watch?v=1l-lMuN8R4s,train,4,1,entrevista tv 

id000042,cUbRC6dzCLs,https://www.youtube.com/watch?v=cUbRC6dzCLs,train,1,1,entrevista tv
id000042,6ULkv3oW-iQ,https://www.youtube.com/watch?v=6ULkv3oW-iQ,train,2,1,entrevista tv
id000042,UVkD5F-C9ZE,https://www.youtube.com/watch?v=UVkD5F-C9ZE,train,3,1,entrevista tv
id000042,17ytBS6jjOg,https://www.youtube.com/watch?v=17ytBS6jjOg,train,4,1,entrevista tv 

id000043,Q6x5x4B0224,https://www.youtube.com/watch?v=Q6x5x4B0224,train,1,1,entrevista tv
id000043,ohUiZHZU7Vw,https://www.youtube.com/watch?v=ohUiZHZU7Vw,train,2,1,entrevista tv
id000043,_1OtHJrOWXk,https://www.youtube.com/watch?v=_1OtHJrOWXk,train,3,1,entrevista tv
id000043,wpBBhQFRCgo,https://www.youtube.com/watch?v=wpBBhQFRCgo,train,4,1,entrevista tv 
id000043,4wjlUee_POw,https://www.youtube.com/watch?v=4wjlUee_POw,train,5,1,entrevista tv
id000043,e8OpKf4fips,https://www.youtube.com/watch?v=e8OpKf4fips,train,6,1,entrevista tv
id000043,e-oNPWmvZvc,https://www.youtube.com/watch?v=e-oNPWmvZvc,train,7,1,entrevista tv

id000044,CRsbauVkud8,https://www.youtube.com/watch?v=CRsbauVkud8,train,1,1,entrevista tv
id000044,hJFU7j-IDKY,https://www.youtube.com/watch?v=hJFU7j-IDKY,train,2,1,entrevista tv
id000044,xND8Xkms-84,https://www.youtube.com/watch?v=xND8Xkms-84,train,3,1,entrevista tv
id000044,59pNXUzv6EU,https://www.youtube.com/watch?v=59pNXUzv6EU,train,4,1,entrevista tv
id000044,P9hU5fgTddo,https://www.youtube.com/watch?v=P9hU5fgTddo,train,5,1,entrevista tv
id000044,9Wmmf9p7AbQ,https://www.youtube.com/watch?v=9Wmmf9p7AbQ,train,6,1,entrevista tv

id000045,oZv2eUnjPG4,https://www.youtube.com/watch?v=oZv2eUnjPG4,train,1,1,entrevista tv
id000045,TDyOMGjL4ac,https://www.youtube.com/watch?v=TDyOMGjL4ac,train,2,1,entrevista tv
id000045,5KJ13Tt8ijM,https://www.youtube.com/watch?v=5KJ13Tt8ijM,train,3,1,entrevista tv
id000045,DomBdMDX9Po,https://www.youtube.com/watch?v=DomBdMDX9Po,train,4,1,entrevista tv 
id000045,ZHVAm5JJzag,https://www.youtube.com/watch?v=ZHVAm5JJzag,train,5,1,entrevista tv
id000045,rwwDYHtmEgM,https://www.youtube.com/watch?v=rwwDYHtmEgM,train,6,1,entrevista tv

id000046,BlWsj-VAJC0,https://www.youtube.com/watch?v=BlWsj-VAJC0,train,1,1,entrevista tv
id000046,WUtVVmO45KQ,https://www.youtube.com/watch?v=WUtVVmO45KQ,train,2,1,entrevista tv
id000046,NQdCAFQ702w,https://www.youtube.com/watch?v=NQdCAFQ702w,train,3,1,entrevista tv
id000046,QXILkuUAupQ,https://www.youtube.com/watch?v=QXILkuUAupQ,train,4,1,entrevista tv 
id000046,sHpR54ZxqbE,https://www.youtube.com/watch?v=sHpR54ZxqbE,train,5,1,entrevista tv
id000046,10-FT346PBA,https://www.youtube.com/watch?v=10-FT346PBA,train,6,1,entrevista tv

id000047,V7ZdiFDM61k,https://www.youtube.com/watch?v=V7ZdiFDM61k,train,1,1,entrevista tv
id000047,b0agvSqDpds,https://www.youtube.com/watch?v=b0agvSqDpds,train,2,1,entrevista tv
id000047,o_9ZVKbALQI,https://www.youtube.com/watch?v=o_9ZVKbALQI,train,3,1,entrevista tv
id000047,xBkcaPzm1uE,https://www.youtube.com/watch?v=xBkcaPzm1uE,train,4,1,entrevista tv 

id000048,FSGDp4jKCb4,https://www.youtube.com/watch?v=FSGDp4jKCb4,train,1,1,entrevista tv
id000048,bbYhZCas5rs,https://www.youtube.com/watch?v=bbYhZCas5rs,train,2,1,entrevista tv
id000048,aKT5xlpATwE,https://www.youtube.com/watch?v=aKT5xlpATwE,train,3,1,entrevista tv
id000048,Flp5xly9QR8,https://www.youtube.com/watch?v=Flp5xly9QR8,train,4,1,entrevista tv 
id000048,OnqlBjLdiwg,https://www.youtube.com/watch?v=OnqlBjLdiwg,train,5,1,entrevista tv
id000048,LINh8HALAlM,https://www.youtube.com/watch?v=LINh8HALAlM,train,6,1,entrevista tv

id000049,LLqD6dRTvhk,https://www.youtube.com/watch?v=LLqD6dRTvhk,train,1,1,entrevista tv
id000049,5z75bmltpxY,https://www.youtube.com/watch?v=5z75bmltpxY,train,2,1,entrevista tv
id000049,A_OLYVOvz7Y,https://www.youtube.com/watch?v=A_OLYVOvz7Y,train,3,1,entrevista tv
id000049,6kNzvZuWgLI,https://www.youtube.com/watch?v=6kNzvZuWgLI,train,4,1,entrevista tv 

