speaker_id,name,gender,category,region,birth_year,reference_images,exclude_from_train,use,
id000051,Ricard Camarena,male,chef,Comunidad Valenciana,1974,references/id000051_1.jpg;references/id000051_2.jpg,0,1,
id000052,Andreu Genestra,male,chef,Illes Balears,1983,references/id000052_1.jpg;references/id000052_2.jpg,0,1,
id000053,José Andrés,male,chef,Asturias,1969,references/id000053_1.jpg;references/id000053_2.jpg,0,1,
id000054,Joan Roca,male,chef,Cataluña,1964,references/id000054_1.jpg;references/id000054_2.jpg,0,1,
id000055,Sergi Arola,male,chef,Cataluña,1968,references/id000055_1.jpg;references/id000055_2.jpg,0,1,
id000056,Julius Bienert,male,chef,Illes Balears,1979,references/id000056_1.jpg;references/id000056_2.jpg,0,1,
id000057,Eduardo José Daporta,male,chef,Galicia,1975,references/id000057_1.jpg;references/id000057_2.jpg,0,1,
id000058,Pedro Subijana Reza,male,chef,País Vasco,1948,references/id000058_1.jpg;references/id000058_2.jpg,0,1,
id000059,Ángel León,male,chef,Andalucía,1977,references/id000059_1.jpg;references/id000059_2.jpg,0,1,
id000060,Vicky Sevilla,female,chef,Comunidad Valenciana,1992,references/id000060_1.jpg;references/id000060_2.jpg,0,1,
id000061,Esther Manzano,female,chef,Asturias,1969,references/id000061_1.jpg;references/id000061_2.jpg,0,1,
id000062,Tamara Falcó,female,tv_host,Madrid,1981,references/id000062_1.jpg;references/id000062_2.jpg,0,1,
id000063,Carme Ruscalleda,female,chef,Cataluña,1952,references/id000063_1.jpg;references/id000063_2.jpg,0,1,
id000064,Begoña Rodrigo,female,chef,Cataluña,1989,references/id000064_1.jpg;references/id000064_2.jpg,0,1,
id000065,Celia Jiménez,female,chef,Andalucía,1976,references/id000065_1.jpg;references/id000065_2.jpg,0,1,
id000066,Elena Arzak,female,chef,País Vasco,1969,references/id000066_1.jpg;references/id000066_2.jpg,0,1,
id000067,Najat Kaanache,female,chef,País Vasco,1978,references/id000067_1.jpg;references/id000067_2.jpg,0,1,
id000068,Eva Arguiñano,female,chef,País Vasco,1960,references/id000068_1.jpg;references/id000068_2.jpg,0,1,
id000069,Millán Salcedo Salcedo,male,comedian,Castilla-La Mancha,1955,references/id000069_1.jpg;references/id000069_2.jpg,0,1,
id000070,Héctor de Miguel,male,comedian,Castilla y León,1977,references/id000070_1.jpg;references/id000070_2.jpg,0,1,
id000071,Yunez Chaib,male,comedian,Melilla,1994,references/id000071_1.jpg;references/id000071_2.jpg,0,1,
id000072,Julián López,male,comedian,Castilla-La Mancha,1978,references/id000072_1.jpg;references/id000072_2.jpg,0,1,
id000073,Félix Extremeño Prieto,male,comedian,Comunidad Valenciana,1950,references/id000073_1.jpg;references/id000073_2.jpg,0,1,
id000074,Miguel Ángel Tirado,male,comedian,Aragón,1949,references/id000074_1.jpg;references/id000074_2.jpg,0,1,
id000075,Antonio Castelo,male,comedian,Comunidad Valenciana,1982,references/id000075_1.jpg;references/id000075_2.jpg,0,1,
id000076,Andreu Buenafuente,male,comedian,Cataluña,1965,references/id000076_1.jpg;references/id000076_2.jpg,0,1,
id000077,Jaime Caravaca,male,comedian,Murcia,1985,references/id000077_1.jpg;references/id000077_2.jpg,0,1,
id000078,Luis Piedrahita,male,comedian,Galicia,1977,references/id000078_1.jpg;references/id000078_2.jpg,0,1,
id000079,Santi Millán,male,tv_host,Cataluña,1968,references/id000079_1.jpg;references/id000079_2.jpg,0,1,
id000080,Manu Sánchez,male,comedian,Andalucía,1985,references/id000080_1.jpg;references/id000080_2.jpg,0,1,
id000081,Edu Soto,male,comedian,Cataluña,1978,references/id000081_1.jpg;references/id000081_2.jpg,0,1,
id000082,Raúl Cimas,male,comedian,Castilla-La Mancha,1976,references/id000082_1.jpg;references/id000082_2.jpg,0,1,
id000083,Carlos Latre,male,comedian,Comunidad Valenciana,1979,references/id000083_1.jpg;references/id000083_2.jpg,0,1,
id000084,Dani Mateo,male,tv_host,Cataluña,1979,references/id000084_1.jpg;references/id000084_2.jpg,0,1,
id000085,Miki Nadal,male,comedian,Aragón,1967,references/id000085_1.jpg;references/id000085_2.jpg,0,1,
id000086,El Monaguillo,male,comedian,Andalucía,1973,references/id000086_1.jpg;references/id000086_2.jpg,0,1,
id000087,Rober Bodegas,male,comedian,Galicia,1982,references/id000087_1.jpg;references/id000087_2.jpg,0,1,
id000088,Sara Escudero,female,comedian,Castilla y León,1981,references/id000088_1.jpg;references/id000088_2.jpg,0,1,
id000089,Patricia Sornosa,female,comedian,Comunidad Valenciana,1977,references/id000089_1.jpg;references/id000089_2.jpg,0,1,
id000090,Paula Prendes,female,tv_host,Asturias,1983,references/id000090_1.jpg;references/id000090_2.jpg,0,1,
id000091,Eva Amaral,female,singer,Aragón,1972,references/id000091_1.jpg;references/id000091_2.jpg,0,1,
id000092,Marta Flich,female,tv_host,Comunidad Valenciana,1978,references/id000092_1.jpg;references/id000092_2.jpg,0,1,
id000093,Raquel Sastre,female,comedian,Murcia,1981,references/id000093_1.jpg;references/id000093_2.jpg,0,1,
id000094,Susi Caramelo,female,comedian,Cataluña,1980,references/id000094_1.jpg;references/id000094_2.jpg,0,1,
id000095,Toni Acosta,female,actress,Canarias,1972,references/id000095_1.jpg;references/id000095_2.jpg,0,1,
id000096,Carmen Machi,female,actress,Madrid,1963,references/id000096_1.jpg;references/id000096_2.jpg,0,1,
id000097,María Castro,female,actress,Galicia,1981,references/id000097_1.jpg;references/id000097_2.jpg,0,1,
id000098,Ana Milán,female,actress,Comunidad Valenciana,1973,references/id000098_1.jpg;references/id000098_2.jpg,0,1,
id000099,Alex de la Croix,female,comedian,Andalucía,1993,references/id000099_1.jpg;references/id000099_2.jpg,0,1,
id000100,Nerea Pérez de las Heras,female,comedian,Madrid,1982,references/id000100_1.jpg;references/id000100_2.jpg,0,1,
id000101,Plex,male,content_creator,Castilla y León,2002,references/id000101_1.jpg;references/id000101_2.jpg,0,1,
id000102,AuronPlay,male,content_creator,Cataluña,1988,references/id000102_1.jpg;references/id000102_2.jpg,0,1,
id000103,El Rubius,male,content_creator,Andalucía,1990,references/id000103_1.jpg;references/id000103_2.jpg,0,1,
id000104,IlloJuan,male,content_creator,Andalucía,1994,references/id000104_1.jpg;references/id000104_2.jpg,0,1,
id000105,Ibai Llanos,male,content_creator,País Vasco,1995,references/id000105_1.jpg;references/id000105_2.jpg,0,1,
id000106,Xuso Jones,male,content_creator,Murcia,1989,references/id000106_1.jpg;references/id000106_2.jpg,0,1,
id000107,TheGrefg,male,content_creator,Murcia,1997,references/id000107_1.jpg;references/id000107_2.jpg,0,1,
id000108,Mario Marzo,male,content_creator,Madrid,1995,references/id000108_1.jpg;references/id000108_2.jpg,0,1,
id000109,Jordi Wild,male,content_creator,Cataluña,1984,references/id000109_1.jpg;references/id000109_2.jpg,0,1,
id000110,Willyrex,male,content_creator,Madrid,1993,references/id000110_1.jpg;references/id000110_2.jpg,0,1,
id000111,Frank Cuesta,male,content_creator,Castilla y León,1971,references/id000111_1.jpg;references/id000111_2.jpg,0,1,
id000112,Manu Ríos,male,content_creator,Castilla-La Mancha,1998,references/id000112_1.jpg;references/id000112_2.jpg,0,1,
id000113,Joan Pradells,male,content_creator,Comunidad Valenciana,1996,references/id000113_1.jpg;references/id000113_2.jpg,0,1,
id000114,Jordi Cruz,male,content_creator,Cataluña,1976,references/id000114_1.jpg;references/id000114_2.jpg,0,1,
id000115,Ignatius Farray,male,content_creator,Canarias,1973,references/id000115_1.jpg;references/id000115_2.jpg,0,1,
id000116,Dani el Rojo,male,content_creator,Cataluña,1962,references/id000116_1.jpg;references/id000116_2.jpg,0,1,
id000117,Rodrigo Cortés,male,content_creator,Galicia,1973,references/id000117_1.jpg;references/id000117_2.jpg,0,1,
id000118,Tote Fernández,male,content_creator,Murcia,1996,references/id000118_1.jpg;references/id000118_2.jpg,0,1,
id000119,David Calle,male,content_creator,Madrid,1972,references/id000119_1.jpg;references/id000119_2.jpg,0,1,
id000120,Siro López,male,content_creator,Galicia,1956,references/id000120_1.jpg;references/id000120_2.jpg,0,1,
id000121,Juan Ramón Rallo,male,content_creator,Comunidad Valenciana,1984,references/id000121_1.jpg;references/id000121_2.jpg,0,1,
id000122,Álvaro Ojeda Sacaluga,male,content_creator,Andalucía,1980,references/id000122_1.jpg;references/id000122_2.jpg,0,1,
id000123,Miguel Bernal Montes,male,content_creator,Madrid,1993,references/id000123_1.jpg;references/id000123_2.jpg,0,1,
id000124,Gerard Romero,male,content_creator,Cataluña,1985,references/id000124_1.jpg;references/id000124_2.jpg,0,1,
id000125,Omar Ayuso,male,content_creator,Madrid,1998,references/id000125_1.jpg;references/id000125_2.jpg,0,1,
id000126,Wismichu,male,content_creator,Galicia,1993,references/id000126_1.jpg;references/id000126_2.jpg,0,1,
id000127,DjMaRiiO,male,content_creator,Madrid,1990,references/id000127_1.jpg;references/id000127_2.jpg,0,1,
id000128,Miguel Maldonado,male,content_creator,Murcia,1986,references/id000128_1.jpg;references/id000128_2.jpg,0,1,
id000129,Carles Tamayo,male,content_creator,Cataluña,1995,references/id000129_1.jpg;references/id000129_2.jpg,0,1,
id000130,José Luis Crespo Cepeda,male,content_creator,Castilla-La Mancha,1994,references/id000130_1.jpg;references/id000130_2.jpg,0,1,
id000131,Nico Abad,male,content_creator,Madrid,1970,references/id000131_1.jpg;references/id000131_2.jpg,0,1,
id000132,Pol Turrents,male,content_creator,Cataluña,1976,references/id000132_1.jpg;references/id000132_2.jpg,0,1,
id000133,Esperansa Grasia,female,content_creator,Comunidad Valenciana,2000,references/id000133_1.jpg;references/id000133_2.jpg,0,1,
id000134,Marta Díaz,female,content_creator,Andalucía,2000,references/id000134_1.jpg;references/id000134_2.jpg,0,1,
id000135,Lola Lolita,female,content_creator,Comunidad Valenciana,2002,references/id000135_1.jpg;references/id000135_2.jpg,0,1,
id000136,Lalachus,female,content_creator,Madrid,1990,references/id000136_1.jpg;references/id000136_2.jpg,0,1,
id000137,Vanesa Romero,female,content_creator,Comunidad Valenciana,1978,references/id000137_1.jpg;references/id000137_2.jpg,0,1,
id000138,Jessica Goicoechea Jover,female,content_creator,Cataluña,1996,references/id000138_1.jpg;references/id000138_2.jpg,0,1,
id000139,Leonor Lavado,female,content_creator,Andalucía,1987,references/id000139_1.jpg;references/id000139_2.jpg,0,1,
id000140,María Pombo,female,content_creator,Madrid,1994,references/id000140_1.jpg;references/id000140_2.jpg,0,1,
id000141,Inés Hernand,female,content_creator,Madrid,1992,references/id000141_1.jpg;references/id000141_2.jpg,0,1,
id000142,Laura Escanes,female,content_creator,Cataluña,1996,references/id000142_1.jpg;references/id000142_2.jpg,0,1,
id000143,Abby,female,content_creator,Illes Balears,2000,references/id000143_1.jpg;references/id000143_2.jpg,0,1,
id000144,Dulceida,female,content_creator,Cataluña,1989,references/id000144_1.jpg;references/id000144_2.jpg,0,1,
id000145,Vicky Martín Berrocal,female,content_creator,Andalucía,1973,references/id000145_1.jpg;references/id000145_2.jpg,0,1,
id000146,Cristinini,female,content_creator,Cataluña,1989,references/id000146_1.jpg;references/id000146_2.jpg,0,1,
id000147,Tamara Gorro,female,content_creator,Castilla y León,1987,references/id000147_1.jpg;references/id000147_2.jpg,0,1,
id000148,Begoña Gerpe,female,content_creator,Galicia,1983,references/id000148_1.jpg;references/id000148_2.jpg,0,1,
id000149,Nagore Robles,female,content_creator,País Vasco,1983,references/id000149_1.jpg;references/id000149_2.jpg,0,1,
id000150,Rocío Vidal Menacho,female,content_creator,Comunidad Valenciana,1992,references/id000150_1.jpg;references/id000150_2.jpg,0,1,
id000151,Maxi Iglesias,male,actor,Madrid,1991,references/id000151_1.jpg;references/id000151_2.jpg,0,1,
id000152,Abraham Mateo,male,singer,Andalucía,1998,references/id000152_1.jpg;references/id000152_2.jpg,0,1,
id000153,Quim Gutiérrez,male,actor,Cataluña,1981,references/id000153_1.jpg;references/id000153_2.jpg,0,1,
id000154,Alejo Sauras,male,actor,Illes Balears,1979,references/id000154_1.jpg;references/id000154_2.jpg,0,1,
id000155,Marc Clotet,male,actor,Cataluña,1980,references/id000155_1.jpg;references/id000155_2.jpg,0,1,
id000156,Daniel Brühl,male,actor,Cataluña,1978,references/id000156_1.jpg;references/id000156_2.jpg,0,1,
id000157,Juan Antonio Bayona,male,actor,Cataluña,1975,references/id000157_1.jpg;references/id000157_2.jpg,0,1,
id000158,Imanol Arias,male,actor,Castilla y León,1956,references/id000158_1.jpg;references/id000158_2.jpg,0,1,
id000159,Jordi Évole,male,actor,Cataluña,1974,references/id000159_1.jpg;references/id000159_2.jpg,0,1,
id000160,Javier Gutiérrez,male,actor,Asturias,1971,references/id000160_1.jpg;references/id000160_2.jpg,0,1,
id000161,Carlos Bardem,male,actor,Madrid,1963,references/id000161_1.jpg;references/id000161_2.jpg,0,1,
id000162,Karra Elejalde,male,actor,País Vasco,1960,references/id000162_1.jpg;references/id000162_2.jpg,0,1,
id000163,Eduardo Noriega,male,actor,Cantabria,1973,references/id000163_1.jpg;references/id000163_2.jpg,0,1,
id000164,Fele Martínez,male,actor,Comunidad Valenciana,1975,references/id000164_1.jpg;references/id000164_2.jpg,0,1,
id000165,Jorge Sanz,male,actor,Madrid,1969,references/id000165_1.jpg;references/id000165_2.jpg,0,1,
id000166,Albert Pla,male,actor,Cataluña,1966,references/id000166_1.jpg;references/id000166_2.jpg,0,1,
id000167,Fran Perea,male,actor,Andalucía,1978,references/id000167_1.jpg;references/id000167_2.jpg,0,1,
id000168,Jordi Mollà,male,actor,Cataluña,1968,references/id000168_1.jpg;references/id000168_2.jpg,0,1,
id000169,Eduard Fernández,male,actor,Cataluña,1964,references/id000169_1.jpg;references/id000169_2.jpg,0,1,
id000170,David Trueba,male,actor,Madrid,1969,references/id000170_1.jpg;references/id000170_2.jpg,0,1,
id000171,Andrés Velencoso,male,actor,Castilla-La Mancha,1978,references/id000171_1.jpg;references/id000171_2.jpg,0,1,
id000172,Albert Espinosa,male,actor,Cataluña,1973,references/id000172_1.jpg;references/id000172_2.jpg,0,1,
id000173,Fernando Trueba,male,actor,Madrid,1955,references/id000173_1.jpg;references/id000173_2.jpg,0,1,
id000174,Fernando Colomo,male,actor,Madrid,1946,references/id000174_1.jpg;references/id000174_2.jpg,0,1,
id000175,Adrià Collado,male,actor,Cataluña,1972,references/id000175_1.jpg;references/id000175_2.jpg,0,1,
id000176,Fernando Guillén Cuervo,male,actor,Cataluña,1963,references/id000176_1.jpg;references/id000176_2.jpg,0,1,
id000177,Francis Lorenzo,male,actor,Galicia,1960,references/id000177_1.jpg;references/id000177_2.jpg,0,1,
id000178,Carmelo Gómez,male,actor,Castilla y León,1962,references/id000178_1.jpg;references/id000178_2.jpg,0,1,
id000179,Raúl Arévalo,male,actor,Madrid,1979,references/id000179_1.jpg;references/id000179_2.jpg,0,1,
id000180,Joaquín Cortés,male,actor,Andalucía,1969,references/id000180_1.jpg;references/id000180_2.jpg,0,1,
id000181,Ramón Barea,male,actor,País Vasco,1949,references/id000181_1.jpg;references/id000181_2.jpg,0,1,
id000182,Pablo Espinosa,male,actor,Comunidad Valenciana,1992,references/id000182_1.jpg;references/id000182_2.jpg,0,1,
id000183,Kandido Uranga,male,actor,País Vasco,1955,references/id000183_1.jpg;references/id000183_2.jpg,0,1,
id000184,Agustín Almodóvar,male,actor,Castilla-La Mancha,1955,references/id000184_1.jpg;references/id000184_2.jpg,0,1,
id000185,Albert Boadella,male,actor,Cataluña,1943,references/id000185_1.jpg;references/id000185_2.jpg,0,1,
id000186,José Ángel Egido,male,actor,Galicia,1953,references/id000186_1.jpg;references/id000186_2.jpg,0,1,
id000187,Andoni Agirregomezkorta,male,actor,País Vasco,1971,references/id000187_1.jpg;references/id000187_2.jpg,0,1,
id000188,José Luis Gómez,male,actor,Andalucía,1940,references/id000188_1.jpg;references/id000188_2.jpg,0,1,
id000189,Luis Zahera,male,actor,Galicia,1966,references/id000189_1.jpg;references/id000189_2.jpg,0,1,
id000190,Eduardo Aldán,male,actor,País Vasco,1973,references/id000190_1.jpg;references/id000190_2.jpg,0,1,
id000191,Miren Jaurne (Mimi XXL),female,content_creator,Madrid,1983,references/id000191_1.jpg;references/id000191_2.jpg,0,1,
id000192,Antonio de la Torre,male,actor,Andalucía,1968,references/id000192_1.jpg;references/id000192_2.jpg,0,1,
id000193,Cristina Castaño,female,actress,Galicia,1978,references/id000193_1.jpg;references/id000193_2.jpg,0,1,
id000194,Neus Asensi,female,actress,Cataluña,1965,references/id000194_1.jpg;references/id000194_2.jpg,0,1,
id000195,Victoria Abril,female,actress,Madrid,1959,references/id000195_1.jpg;references/id000195_2.jpg,0,1,
id000196,Carmen Maura,female,actress,Madrid,1945,references/id000196_1.jpg;references/id000196_2.jpg,0,1,
id000197,Candela Peña,female,actress,Cataluña,1973,references/id000197_1.jpg;references/id000197_2.jpg,0,1,
id000198,Natalia de Molina,female,actress,Andalucía,1990,references/id000198_1.jpg;references/id000198_2.jpg,0,1,
id000199,Bárbara Lennie,female,actress,Madrid,1984,references/id000199_1.jpg;references/id000199_2.jpg,0,1,
id000200,Mónica Cruz,female,actress,Madrid,1977,references/id000200_1.jpg;references/id000200_2.jpg,0,1,
id000201,Dafne Fernández,female,actress,Madrid,1985,references/id000201_1.jpg;references/id000201_2.jpg,0,1,
id000202,Adriana Ugarte,female,actress,Madrid,1985,references/id000202_1.jpg;references/id000202_2.jpg,0,1,
id000203,Ariadna Gil,female,actress,Cataluña,1969,references/id000203_1.jpg;references/id000203_2.jpg,0,1,
id000204,Leonor Watling,female,actress,Madrid,1975,references/id000204_1.jpg;references/id000204_2.jpg,0,1,
id000205,Elena Anaya,female,actress,Castilla y León,1975,references/id000205_1.jpg;references/id000205_2.jpg,0,1,
id000206,Irene Escolar,female,actress,Madrid,1988,references/id000206_1.jpg;references/id000206_2.jpg,0,1,
id000207,Patricia Conde,female,actress,Castilla y León,1976,references/id000207_1.jpg;references/id000207_2.jpg,0,1,
id000208,Loles León,female,actress,Cataluña,1950,references/id000208_1.jpg;references/id000208_2.jpg,0,1,
id000209,Lluvia Rojo,female,actress,Madrid,1976,references/id000209_1.jpg;references/id000209_2.jpg,0,1,
id000210,Rossy de Palma,female,actress,Illes Balears,1964,references/id000210_1.jpg;references/id000210_2.jpg,0,1,
id000211,María Pujalte,female,actress,Galicia,1966,references/id000211_1.jpg;references/id000211_2.jpg,0,1,
id000212,Esther Cañadas,female,actress,Castilla-La Mancha,1977,references/id000212_1.jpg;references/id000212_2.jpg,0,1,
id000213,Blanca Romero,female,actress,Asturias,1976,references/id000213_1.jpg;references/id000213_2.jpg,0,1,
id000214,Marta Etura,female,actress,País Vasco,1978,references/id000214_1.jpg;references/id000214_2.jpg,0,1,
id000215,Assumpta Serna,female,actress,Cataluña,1957,references/id000215_1.jpg;references/id000215_2.jpg,0,1,
id000216,Irene Montalà,female,actress,Cataluña,1976,references/id000216_1.jpg;references/id000216_2.jpg,0,1,
id000217,Ivana Baquero,female,actress,Cataluña,1994,references/id000217_1.jpg;references/id000217_2.jpg,0,1,
id000218,Cayetana Guillén Cuervo,female,actress,Madrid,1969,references/id000218_1.jpg;references/id000218_2.jpg,0,1,
id000219,Alicia Borrachero,female,actress,Madrid,1968,references/id000219_1.jpg;references/id000219_2.jpg,0,1,
id000220,Silvia Jato Nuñez,female,actress,Galicia,1971,references/id000220_1.jpg;references/id000220_2.jpg,0,1,
id000221,Adriana Ozores,female,actress,Madrid,1959,references/id000221_1.jpg;references/id000221_2.jpg,0,1,
id000222,Emma Suárez,female,actress,Madrid,1964,references/id000222_1.jpg;references/id000222_2.jpg,0,1,
id000223,Ana Wagener,female,actress,Canarias,1962,references/id000223_1.jpg;references/id000223_2.jpg,0,1,
id000224,Silvia Abascal,female,actress,Madrid,1979,references/id000224_1.jpg;references/id000224_2.jpg,0,1,
id000225,Marta Hazas,female,actress,Cantabria,1977,references/id000225_1.jpg;references/id000225_2.jpg,0,1,
id000226,Leticia Dolera,female,actress,Cataluña,1981,references/id000226_1.jpg;references/id000226_2.jpg,0,1,
id000227,Lola Dueñas,female,actress,Madrid,1971,references/id000227_1.jpg;references/id000227_2.jpg,0,1,
id000228,Míriam Díaz Aroca,female,actress,Madrid,1962,references/id000228_1.jpg;references/id000228_2.jpg,0,1,
id000229,Goya Toledo,female,actress,Canarias,1969,references/id000229_1.jpg;references/id000229_2.jpg,0,1,
id000230,Pilar Castro,female,actress,Madrid,1970,references/id000230_1.jpg;references/id000230_2.jpg,0,1,
id000231,María Barranco,female,actress,Andalucía,1961,references/id000231_1.jpg;references/id000231_2.jpg,0,1,
id000232,Mar Saura,female,model,Cataluña,1975,references/id000232_1.jpg;references/id000232_2.jpg,0,1,
id000233,Emma Ozores,female,actress,Madrid,1961,references/id000233_1.jpg;references/id000233_2.jpg,0,1,
id000234,Marisol Ayuso,female,actress,Madrid,1943,references/id000234_1.jpg;references/id000234_2.jpg,0,1,
id000235,Teresa Rabal,female,actress,Cataluña,1952,references/id000235_1.jpg;references/id000235_2.jpg,0,1,
id000236,Sara Sálamo,female,actress,Canarias,1992,references/id000236_1.jpg;references/id000236_2.jpg,0,1,
id000237,Estrella Morente,female,actress,Andalucía,1980,references/id000237_1.jpg;references/id000237_2.jpg,0,1,
id000238,Laia Costa,female,actress,Cataluña,1985,references/id000238_1.jpg;references/id000238_2.jpg,0,1,
id000239,María Hervás,female,actress,Madrid,1987,references/id000239_1.jpg;references/id000239_2.jpg,0,1,
id000240,Cecilia Gessa,female,actress,Madrid,1977,references/id000240_1.jpg;references/id000240_2.jpg,0,1,
id000241,Gisela,female,actress,Cataluña,1979,references/id000241_1.jpg;references/id000241_2.jpg,0,1,
id000242,Nina,female,actress,Cataluña,1966,references/id000242_1.jpg;references/id000242_2.jpg,0,1,
id000243,Nuria González,female,actress,Andalucía,1962,references/id000243_1.jpg;references/id000243_2.jpg,0,1,
id000244,Inés Sastre,female,actress,Castilla y León,1973,references/id000244_1.jpg;references/id000244_2.jpg,0,1,
id000245,María Dueñas,female,writer,Castilla-La Mancha,1964,references/id000245_1.jpg;references/id000245_2.jpg,0,1,
id000246,Ana Turpin,female,actress,Galicia,1975,references/id000246_1.jpg;references/id000246_2.jpg,0,1,
